APPENDIX 1 - MEDICATION LIST,,,,,,,
category,name,din,drugname,routeadm,strngth,subclnam,DDD
Alpha blockers,DOXAZOSIN MESYLATE,2240980,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2241010,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2241011,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2241012,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2246332,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2246333,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2246334,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2342979,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2342987,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2342995,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2364549,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2364557,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2364565,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,1958100,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,1958097,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,1958119,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2240498,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2240499,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2240500,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2240588,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2240589,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2240590,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2242728,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2242730,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2242729,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2243217,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2243216,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
Alpha blockers,DOXAZOSIN MESYLATE,2243215,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2244529,DOXAZOSIN MESYLATE,TAB,4MG,ALPHA ADRENERGIC BLOCKING AGENTS,1
Alpha blockers,DOXAZOSIN MESYLATE,2244527,DOXAZOSIN MESYLATE,TAB,1MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.25
Alpha blockers,DOXAZOSIN MESYLATE,2244528,DOXAZOSIN MESYLATE,TAB,2MG,ALPHA ADRENERGIC BLOCKING AGENTS,0.5
5ARI,DUTASTERIDE,2421712,DUTASTERIDE,CAPSULE,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2427753,DUTASTERIDE,CAPSULE,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2429012,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2434369,DUTASTERIDE,CAPSULE,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2443058,DUTASTERIDE,CAPSULE,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2247813,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2393220,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2404206,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2408287,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2412691,DUTASTERIDE,CAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2424444,DUTASTERIDE,SOFTGELCAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2428873,DUTASTERIDE,SOFTGELCAP,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE,2416298,DUTASTERIDE,CAPSULE,0.5MG,PROSTATIC HYPERPLASIA,1
5ARI,DUTASTERIDE &TAMSULOSIN HCL,2372010,DUTASTERIDE &TAMSULOSIN HCL,CAP,0.5/0.4MG,PROSTATIC HYPERPLASIA,1
PPI,ESOMEPRAZOLE MAGNESIUM,2244521,ESOMEPRAZOLE MAGNESIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2300524,ESOMEPRAZOLE MAGNESIUM,O/GRAN DR,10MG,PROTON PUMP INHIBITORS,0.33
PPI,ESOMEPRAZOLE MAGNESIUM,2339099,ESOMEPRAZOLE MAGNESIUM,TAB ER,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2339102,ESOMEPRAZOLE MAGNESIUM,TAB ER,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2379171,ESOMEPRAZOLE MAGNESIUM,DR CAP,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2383039,ESOMEPRAZOLE MAGNESIUM,TAB ER,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2383047,ESOMEPRAZOLE MAGNESIUM,TAB ER,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2394839,ESOMEPRAZOLE MAGNESIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2394847,ESOMEPRAZOLE MAGNESIUM,TAB DR,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2423855,ESOMEPRAZOLE MAGNESIUM,DR TAB,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2423863,ESOMEPRAZOLE MAGNESIUM,DR TAB,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2423979,ESOMEPRAZOLE MAGNESIUM,DR TAB,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2423987,ESOMEPRAZOLE MAGNESIUM,DR TAB,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2431173,ESOMEPRAZOLE MAGNESIUM,DR TAB,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2442493,ESOMEPRAZOLE MAGNESIUM,DR TAB,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,2442507,ESOMEPRAZOLE MAGNESIUM,DR TAB,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2444712,ESOMEPRAZOLE MAGNESIUM,DR CAP,20MG,PROTON PUMP INHIBITORS,0.66
PPI,ESOMEPRAZOLE MAGNESIUM,82244522,ESOMEPRAZOLE MAGNESIUM,DR TAB,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM,2244522,ESOMEPRAZOLE MAGNESIUM,TAB DR,40MG,PROTON PUMP INHIBITORS,1.33
PPI,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,231701,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,TAB,500-20MG,NON-STEROIDAL ANTI-INFLAMMATORY:NON-ASA BASE,1
PPI,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,2361701,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,TAB,375-20MG,NON-STEROIDAL ANTI-INFLAMMATORY:NON-ASA BASE,0.75
PPI,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,2361728,ESOMEPRAZOLE MAGNESIUM & NAPROXEN,TAB,500-20MG,NON-STEROIDAL ANTI-INFLAMMATORY:NON-ASA BASE,1
5ARI,FINASTERIDE,2348888,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2349361,FINASTERIDE,CAP,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2350270,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2356258,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2374404,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2375303,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2376113,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2376709,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2445077,FINASTERIDE,TABLET,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2447541,FINASTERIDE,TABLET,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2455013,FINASTERIDE,TABLET,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,9991085,FINASTERIDE,PD,NOT AVLE,PROSTATIC HYPERPLASIA,NOT RELEVANT
5ARI,FINASTERIDE,2010909,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2322579,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2306905,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2310112,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2348500,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2356058,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2354462,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2355043,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2357224,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2365383,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2371820,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2389878,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2405814,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,9857529,FINASTERIDE,TAB,5MG,PROSTATIC HYPERPLASIA,1
5ARI,FINASTERIDE,2428741,FINASTERIDE,TABLET,5MG,PROSTATIC HYPERPLASIA,1
Sulfonylureas ,GLIMEPIRIDE,2245273,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2245274,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2269589,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2269597,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2269600,GLIMEPIRIDE,TAB,3MG,ORAL ANTI-GLYCEMICS,1.5
Sulfonylureas ,GLIMEPIRIDE,2269619,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2273101,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2273128,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2273136,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2273756,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2273764,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2273772,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2274248,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2274256,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2274264,GLIMEPIRIDE,TAB,3MG,ORAL ANTI-GLYCEMICS,1.5
Sulfonylureas ,GLIMEPIRIDE,2274272,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2279061,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2279088,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2279126,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2284545,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2284553,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2295377,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE,2295385,GLIMEPIRIDE,TAB,2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE,2295393,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2313596,GLIMEPIRIDE,TAB,4MG,ORAL ANTI-GLYCEMICS,2
Sulfonylureas ,GLIMEPIRIDE,2245272,GLIMEPIRIDE,TAB,1MG,ORAL ANTI-GLYCEMICS,0.5
Sulfonylureas ,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,2258781,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,TAB,4/1MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,2258803,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,TAB,4/2MG,ORAL ANTI-GLYCEMICS,1
Sulfonylureas ,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,2258811,GLIMEPIRIDE &ROSIGLITAZONE MALEATE,TAB,4/4MG,ORAL ANTI-GLYCEMICS,1
Insulins,INSULIN,5894,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,539244,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,546348,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,612162,INSULIN,INJ SOL,100U,INSULINS,2.5
Insulins,INSULIN,628301,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,648914,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,898198,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,905534,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,907995,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,977691,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,977713,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,985511,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,985635,INSULIN,INJ SUSP,100U,INSULINS,2.5
Insulins,INSULIN,2022249,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,66123203,INSULIN,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,612219,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,612227,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,513644,INSULIN,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,552267,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,632651,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,648094,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,632678,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,446564,INSULIN,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,614416,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,1934112,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,1986813,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,1985965,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN,1985930,INSULIN,INJ SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,1934074,INSULIN,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN,1985981,INSULIN,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN & INSULIN ISOPHANE,552259,INSULIN & INSULIN ISOPHANE,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN & INSULIN ISOPHANE,983780,INSULIN & INSULIN ISOPHANE,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN & INSULIN ISOPHANE,1985957,INSULIN & INSULIN ISOPHANE,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,2024411,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,2024438,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-SC SUSP,100U,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,2245177,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-IM SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,2247308,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,2247309,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,97799500,INSULIN (ISOPHANE) HUMAN BIOSYNTHETIC,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,885959,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,INJ SUSP,100U,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,905542,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,INJ SUSP,100U,INSULINS,2.5
Insulins,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,985538,INSULIN (ISOPHANE) HUMAN SEMI-SYNTHETIC,INJ SUSP,100U,INSULINS,2.5
Insulins,INSULIN (ISOPHANE)PORK,909203,INSULIN (ISOPHANE) PORK,INJ SOL,100U,INSULINS,2.5
Insulins,INSULIN (NO OFFICIALRECEIPT),66999717,INSULIN (NO OFFICIAL RECEIPT),NOT APPL,NOT APPL,NOT IDENTIFIED,NOT RELEVANT
Insulins,INSULIN (ZINC CRYSTALLINE) HUMAN BIOSYNTHETIC (RDNA ORIGIN),9900003,INSULIN (ZINC CRYSTALLINE) HUMAN BIOSYNTHETIC (RDNA ORIGIN),INJ SOL,500U/ML,INSULINS,12.5
Insulins,INSULIN (ZINC) BEEF,9852557,INSULIN (ZINC) BEEF,INJ SOL,100U,INSULINS,2.5
Insulins,INSULIN ASPART,2247016,INSULIN ASPART,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART,2292440,INSULIN ASPART,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART,2292459,INSULIN ASPART,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART,2292467,INSULIN ASPART,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART,2292475,INSULIN ASPART,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,965499,INSULIN ASPART RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,965502,INSULIN ASPART RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,2265443,INSULIN ASPART RECOMBINANT,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,2244353,INSULIN ASPART RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,2245397,INSULIN ASPART RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,2265435,INSULIN ASPART RECOMBINANT,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ASPART RECOMBINANT,2377209,INSULIN ASPART RECOMBINANT,PF PEN,100U/ML,INSULINS,2.5
Insulins,INSULIN DETEMIR RECOMBINANT,2241850,INSULIN DETEMIR RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN DETEMIR RECOMBINANT,2271850,INSULIN DETEMIR RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN DETEMIR RECOMBINANT,2271869,INSULIN DETEMIR RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN DETEMIR RECOMBINANT,2271842,INSULIN DETEMIR RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN DETEMIR RECOMBINANT,2412829,INSULIN DETEMIR RECOMBINANT,PREFILL PEN,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,3051,INSULIN GLARGINE RECOMBINANT,VIAL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,999091,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2276410,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2280418,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2441829,INSULIN GLARGINE RECOMBINANT,PREFILL PEN,300U/ML,INSULINS,7.5
Insulins,INSULIN GLARGINE RECOMBINANT,2444844,INSULIN GLARGINE RECOMBINANT,CARTRIDGE,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2444852,INSULIN GLARGINE RECOMBINANT,PREFILL PEN,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2245689,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2251930,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLARGINE RECOMBINANT,2294338,INSULIN GLARGINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,903571,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,903572,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,903644,INSULIN GLULISINE RECOMBINANT,NOT AVLE,NOT AVLE,INSULINS,NOT RELEVANT
Insulins,INSULIN GLULISINE RECOMBINANT,2279487,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,2294346,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,2279460,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
Insulins,INSULIN GLULISINE RECOMBINANT,2279479,INSULIN GLULISINE RECOMBINANT,INJ-SC SOL,100U/ML,INSULINS,2.5
